num,win_bi,appear_d,appear_r,appear_3,many_rep,same_rep,same_fas,art11,case_fine,fas_main,length_m,VAR00001,year,count_rep1,num_old,number,dec_nam1,regi,article,case_type,wtf,fine,simple,rep1,fas1,prejudice,prejud_des,return,return_old_des,same_judge,reg_dec,dec_num,dec_real,dec_typ1,dec_t_o1,dec_2_ro,dec_typ2,dec_t_o2,dec_nam2,dec_3_ro,dec_typ3,dec_t_o3,dec_nam3,expert,exp_cont,opros,anketa,statist,mark_gds,mark_reg,mark_r_o,a10pn,a10p1,a10p2,a10p3,a10p4,a10p5,a10p6,a10p7,a10p8,a10p9,a10p10,a10p11,a11p1,a11p2,a11p3,a11p4,a11p5,torg,r_win1,r_win2,r_win3,length_pages,small,date_bil,date_des,date_app,date_a_2,who_app,declar_a,resp_a,change_a,date_cas,who_cas,declar_c,resp_c,date_c_1,change_c,final,nadzor,judge,judge_count,jud_exp,inn1,count,spark1,ved1,okved2,okved4,inn2,spark2,ved2,inn3,spark3,ved3,cont,rep2,fas2,rep3,fas3,app_num,app_judges,app_exp,app_exp_cont,third_fas,pravo_ru,np,jud_gender,gender_rep1,gender_fas1,gen_rep_bi,gen_fas_bi,appeareance,gen_def
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.133333333333333,,2012.0,1.0,1.0,А06-1100/2011,"ООО ""ЛУКОЙЛ-ТТК""",6.0,3.0,0.0,,100000.0,,Погорелов С.В.,Нургалиев Т.Р.,1.0,0.0,,,,,1.0,1.0,31.0,,,,,,,,,,0.0,,0.0,0.0,0.0,теплоснабжение,1.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,4.0,,2011-03-03,2012-01-31,2012-02-22,2012-03-19,1.0,1.0,0.0,0.0,,,,,,,0.0,0.0,06 Колмакова Н. Н.,2.0,2009.0,3445102073,49.0,6693.0,"Производство, передача и распределение пара и горячей воды (тепл",40.0,,,,,,,,,Погорелов С.В.,,,,12АП-1925/2012,"Луговской Н.В., Дубровина О.А., Комнатная Ю.А.",,,,,,0.0,1,1,1.0,1.0,2.0,2.0
2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.466666666666667,,2012.0,1.0,2.0,А06-7464/2011,"ООО ""ЛУКОЙЛ-ТТК""",6.0,3.0,1.0,,,,Погорелов С.В.,Нургалиев Т.Р.,,,,,,,1.0,1.0,31.0,,,,,,,,,,0.0,,0.0,0.0,0.0,теплоснабжение,1.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,7.0,,2011-10-18,2012-01-30,2012-03-12,2012-05-12,1.0,1.0,0.0,0.0,2012-08-06,1.0,1.0,1.0,2012-09-19,0.0,0.0,0.0,06 Мирекина Е. И.,12.0,1992.0,3445102073,49.0,6693.0,"Производство, передача и распределение пара и горячей воды (тепл",40.0,,,,,,,,,Погорелов С.В.,,Погорелов С.В.,Нургалиев Т.Р.,12АП-2526/2012,"Луговской Н.В., Борисова Т.С., Пригарова Н.Н.",,,,,,0.0,1,1,1.0,1.0,2.0,2.0
3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2333333333333334,,2012.0,2.0,3.0,А56-69850/2011,ООО «ЭНЕРГИЯ ХОЛДИНГ»,56.0,3.0,1.0,,,,"Гаманин Д.Г., Муромцев А.Ю","Мордовец В.А., Кузнецова Н.С.",,,,,,,1.0,1.0,31.0,,,,,,,,,,0.0,,0.0,0.0,0.0,электроэнергия,2.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,4.0,,2011-12-21,2012-01-27,2012-03-15,2012-05-23,1.0,1.0,1.0,0.0,2012-07-26,1.0,1.0,1.0,2012-08-20,0.0,0.0,0.0,56 Синицына Е. В.,15.0,2006.0,7710434887,1.0,13776.0,Оптовая торговля электрической и тепловой энергией (без их перед,40.0,,,,,,,,,"Гаманин Д.Г., Муровец А.Ю.",Мордовец В.А.,Муровец А.Ю.,Рагимова Н.С.,13АП-8582/2013,"Фокина Е.А., Есипова О.И., Шульга Л.А.",,,,,,0.0,1,,1.0,,2.0,
4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.8666666666666667,,2012.0,2.0,4.0,А52-4344/2011,ОАО «МРСК Северо-Запада»,52.0,3.0,0.0,,26168034.76,,"Якутович В.В., Юхневич А.В.",Аверина Е.С.,,,,,,,1.0,1.0,33.0,,,,,,,,,,0.0,,0.0,0.0,0.0,энергетика,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.0,,,11.0,,2011-12-01,2012-01-26,,,,,,,,,,,,,2.0,0.0,52 Манясева Г. И.,9.0,1992.0,7802312751,32.0,30849.0,распределение электроэнергии,40.0,,,,,,,,,,,,,,,,,,,,0.0,,0,,0.0,2.0,
5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.6,,2012.0,1.0,6.0,А82-9049/2011,ООО «Газпром межрегионгаз Ярославль»,82.0,3.0,0.0,,21155656.4,,Кваша О.В.,Гаев М.В.,1.0,0.0,,,,,1.0,1.0,31.0,,,,,,,,,,0.0,,0.0,0.0,0.0,газ,2.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,,7.0,,2011-08-11,2012-01-26,2012-02-13,2012-03-27,1.0,1.0,0.0,0.0,2012-04-23,1.0,0.0,0.0,2012-07-25,0.0,1.0,1.0,82 Глызина А. В.,123.0,2000.0,7604049153,9.0,9120.0,"Торговля газообразным топливом, подаваемым по распределительным",40.0,,,,,,,,,Кваша О.В.,,,,02АП-1098/2012,"Ившина Г.Г., Караваева А.В., Буторина Г.Г.",,,,,,0.0,,1,,1.0,2.0,
6.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,,2012.0,1.0,7.0,А71-9517/2011,ООО «УКС»,71.0,3.0,2.0,,10125734.22,,Митягин А.Ю.,Прохоров Р.В.,,,,,,,1.0,1.0,31.0,,,,,,,,,,0.0,,0.0,0.0,0.0,теплоснабжение,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.0,,,5.0,,2011-08-29,2012-01-26,2012-07-10,2012-09-06,0.0,1.0,1.0,0.0,,,,,,,2.0,0.0,71 Кудрявцев М. Н.,27.0,1994.0,1833037470,10.0,4123.0,Передача пара и горячей воды (тепловой энергии),40.0,,,,,,,,,"Митягин А.Ю.., Балабанов Я.В.",Прохоров Р.В.,,,17АП-1979/2012,"Ясикова Е. Ю.,  Осипова С.П., Щеклеина Л.Ю.",,,,,,1.0,1,1,1.0,1.0,2.0,2.0
7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.066666666666666,,2012.0,1.0,8.0,А08-6472/2011,ОАО «Белгородская теплосетевая компания»,8.0,3.0,0.0,,100000.0,,Ясенева А.Н.,Шевцова Н.С.,1.0,2.0,,,,,1.0,1.0,33.0,,,,,,,,,,0.0,,0.0,0.0,0.0,теплоснабжение,1.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,,5.0,,2011-08-26,2012-01-25,,,,,,,,,,,,,2.0,0.0,08 Бутылин Е. В.,13.0,2004.0,3123169468,2.0,2612.0,Производство пара и горячей воды (тепловой энергии) котельными,40.0,,,,,,,,,,,,,,,,,,,,1.0,0,0,0.0,0.0,2.0,0.0
8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.066666666666666,,2012.0,1.0,9.0,А53-13975/2011,"ЗАО ""ТЗК-АВИА""",53.0,3.0,0.0,,3058070.0,,Дронова А.Е.,Исмаилов М.И.,1.0,0.0,,,,,1.0,1.0,32.0,,,,,,,,,,0.0,,0.0,0.0,0.0,авиатопливо,1.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,5.0,,2011-07-27,2012-01-25,2012-02-20,2012-04-10,1.0,1.0,1.0,0.0,,,,,,,0.0,0.0,53 Чернышева И. В.,50.0,2010.0,6166045712,3.0,723.0,Оптовая торговля топливом,51.0,,,,,,,,,"Дронова А.Е., Легконогов Н.А.",Воронцов П.П.,,,15АП-2090/2012,"Смотрова Н.Н., Иванова Н.Н., Соловьева М.В.",,,,,,0.0,0,1,0.0,1.0,2.0,1.0
9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.566666666666666,,2012.0,1.0,10.0,А22-1174/2011,ООО «Домофон-Сервис»,22.0,3.0,0.0,,100000.0,,Тихомиров А.С.,Доролеев В.В.,1.0,2.0,,,,,1.0,1.0,31.0,,,,,,,,,,0.0,,0.0,0.0,0.0,домофоны,1.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,,5.0,,2011-07-12,2012-01-25,2012-02-15,2012-03-19,0.0,0.0,0.0,0.0,,,,,,,2.0,0.0,22 Конторова Д. Г.,6.0,1992.0,0814174567,2.0,,"Предоставление услуг по монтажу, ремонту и техническому обслужив",32.0,,,,,,,,,,,,,16АП-579/2012,Белов Д. А. Афанасьева Л. В. Цигельников И. А.,,,,,,0.0,1,1,1.0,1.0,2.0,2.0
10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.666666666666666,,2012.0,1.0,11.0,А06-1308/2011,"ОАО ""Астраханская энергосбытовая компания""",6.0,3.0,0.0,,100000.0,,Елемесов Р.К.,,1.0,2.0,,,,,1.0,1.0,33.0,,,,,,,,,,0.0,,0.0,0.0,0.0,электроэнергия,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.0,,,5.0,,2011-03-11,2012-01-25,,,,,,,,,,,,,2.0,0.0,06 Плеханова Г. А.,10.0,2004.0,3017041554,21.0,2045.0,Торговля электроэнергией,40.0,,,,,,,,,,,,,,,,,,,,0.0,1,,1.0,,1.0,
11.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.1,,2012.0,2.0,12.0,А24-4419/2011,ОАО «Камчатскэнерго»,24.0,3.0,0.0,,3940439.6,,"Гавриш Ю.А., Галеев М.Г.",Чуева Л. М.,1.0,0.0,,,,,1.0,1.0,33.0,,,,,,,,,,0.0,,0.0,0.0,0.0,водоснабжение,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,,,9.0,,2011-10-24,2012-01-25,2012-02-15,2012-03-26,1.0,1.0,0.0,1.0,2012-04-28,1.0,1.0,0.0,2012-05-23,0.0,1.0,1.0,24 Иванушкина К. Ю.,6.0,2004.0,4100000668,6.0,9226.0,Производство электроэнергии тепловыми электростанциями,40.0,,,,,,,,,Гавриш Ю.А.,,Гавриш Ю.А.,,05АП-1302/2012,Грачёв Г. М. Шевченко А. С. Сидорович Е. Л.,,,,,,0.0,,0,,0.0,2.0,
12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.566666666666666,,2012.0,1.0,13.0,А22-1175/2011,ООО «Домофон-Сервис»,22.0,3.0,0.0,,100000.0,,Тихомиров А.С.,Доролеев В.В.,1.0,0.0,,,,,1.0,1.0,31.0,,,,,,,,,,0.0,,0.0,0.0,0.0,домофоны,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.0,,,5.0,,2011-07-12,2012-01-25,2012-02-15,2012-03-19,0.0,0.0,0.0,2.0,,,,,,,0.0,0.0,22 Конторова Д. Г.,6.0,1992.0,0814174567,2.0,,"Предоставление услуг по монтажу, ремонту и техническому обслужив",32.0,,,,,,,,,,,,,16АП-577/2012,Белов Д. А. Афанасьева Л. В. Цигельников И. А.,,,,,,0.0,1,1,1.0,1.0,2.0,2.0
13.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.566666666666667,,2012.0,3.0,14.0,А27- 13220/2011,ООО «Группа «Магнезит»,27.0,3.0,2.0,,100000.0,,"Модзелевская А.Н., Нефедов А.А., Трисветов А.А.","Ланцман Л.И., Горбачев А.В., Войтенко А.В.",,,,,,,1.0,1.0,31.0,,,,,,,,,,0.0,,0.0,0.0,0.0,периклазовые порошки,2.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,17.0,,2011-10-10,2012-01-25,2012-03-15,2012-04-23,1.0,1.0,1.0,0.0,2012-07-12,1.0,1.0,1.0,2012-09-12,0.0,0.0,1.0,27 Тимошенко Л. С.,12.0,1993.0,7417011270,1.0,16264.0,Прочая оптовая торговля,26.0,,,,,,,,,"Нефедов А.А., Трисветов А.А.","Войтенко А.В., Александрова Л.А.",Нефёдов А.А.,"Войтенко А.В., Александрова Л.А.",07АП-2674/2012,Журавлева В. А. Колупаева Л. А. Усанина Н. А.,,,,,,0.0,2,,,,2.0,
14.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,,2012.0,1.0,15.0,А76-13631/2011,"ОАО ""РЖД""",76.0,3.0,2.0,,100000.0,,Полохин Д.С.,Лупанова Н.С.,,,,,,,1.0,1.0,33.0,,,,,,,,,,0.0,,0.0,0.0,0.0,перевозки,1.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,30.0,,2011-07-29,2012-01-25,2012-02-29,2012-03-28,1.0,1.0,1.0,0.0,2012-06-05,1.0,1.0,1.0,2012-06-27,0.0,0.0,0.0,76 Бастен Д. А.,9.0,2007.0,7708503727,135.0,1288337.0,Деятельность магистрального железнодорожного транспорта,60.0,,,,,,,,,Белик С.А.,"Лупанова Н.С., Пузанкова Ю.С.","Белик С.А., Минеева Н.А.","Пузанкова Ю.Ю., Ветрова Т.А.",18АП-2075/2012,Тимохин О. Б. Арямов А. А. Плаксина Н. Г.,,,,,,1.0,,0,,0.0,2.0,
15.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,,2012.0,1.0,16.0,А12- 19407/2011,ОАО «МРСК Юга»,12.0,3.0,1.0,,,,Коваленко Т.В.,Удовик К.А.,,,,,,,1.0,1.0,33.0,,,,,,,,,,0.0,,0.0,0.0,0.0,электроэнергия,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,11.0,,2011-10-21,2012-01-25,2012-03-06,2012-05-12,1.0,1.0,0.0,0.0,2012-07-31,1.0,1.0,0.0,2012-10-16,0.0,0.0,0.0,12 Романов С. П.,14.0,2002.0,6164266561,115.0,24356.0,Передача электроэнергии,40.0,,,,,,,,,Коваленко Т.В.,,Дебелов А.А.,,12АП-2356/2012,Луговской Н. В. Борисова Т. С. Пригарова Н. Н.,,,,,,1.0,,0,,0.0,2.0,
16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.566666666666667,,2012.0,,17.0,А03-16854/2011,ООО «Адекс»,3.0,1.0,1.0,,,,,"Вихарева О.В., Мешков Н.В.",,,,,,,1.0,1.0,31.0,,,,,,,,,,0.0,,0.0,0.0,0.0,топливо,1.0,,,,,,,,,,,,,,1.0,,,,,,0.0,,,4.0,,2011-11-09,2012-01-25,2012-03-13,2012-04-10,1.0,1.0,0.0,0.0,2012-06-29,1.0,1.0,1.0,2012-08-21,0.0,0.0,0.0,03 Русских Е. В.,4.0,2003.0,2271003506,1.0,173.0,Добыча руд и песков драгоценных металлов и руд редких металлов,50.0,,,,,,,,,Дранников А.А.,,"Кобяков А.С., Бурдашова О.В.",Черепанова Д.В.,07АП-2607/2012,Скачкова О. А. Жданова Л. И. Музыкантова М. Х.,,,,,,1.0,,2,,,1.0,
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.533333333333333,,2012.0,,18.0,А18-1498/2011,ИП Цороев Тимерлан Багаудинович,18.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,34.0,,,,,,,,,,0.0,,0.0,0.0,0.0,,5.0,,,,,,,,,,,,,,1.0,,,,,,0.0,,,4.0,,2011-11-10,2012-01-25,,,,,,,,,,,,,0.0,0.0,18 Мержоев М. М.,1.0,2009.0,,,,Торговля автотранспортными средствами,40.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.0,
18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.266666666666667,,2012.0,1.0,19.0,А79-11038/2010,ОАО «Сенкер»,79.0,1.0,0.0,,100000.0,,Смирнова В.А.,,1.0,2.0,,,,,1.0,1.0,33.0,,,,,,,,,,0.0,,0.0,0.0,0.0,строительство,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,2.0,,,8.0,,2010-11-22,2012-01-24,,,,,,,,,,,,,2.0,0.0,79 Афанасьев А. А.,28.0,2005.0,2127319867,1.0,17.0,Производство санитарно-технических работ,45.0,,,,,,,,,,,,,,,,,,,,1.0,0,,0.0,,1.0,
19.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,,2012.0,1.0,20.0,А46-12020/2011,ОАО «Омскоблгаз»,46.0,3.0,1.0,,,,Подхалюзин С.А.,"Черенков Н.Г., Баймухамбетова А.Х.",,,,,,,1.0,1.0,33.0,,,,,,,,,,1.0,"допрошенный в качестве специалиста Западно-Сибирского управления Федеральной службы по экологическому, технологическому и атомному надзору",0.0,0.0,0.0,газоснабжение,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,22.0,,2011-09-23,2012-01-24,2012-03-02,2012-05-15,1.0,1.0,1.0,2.0,2012-07-24,0.0,1.0,1.0,2012-09-04,0.0,2.0,1.0,46 Суставова О. Ю.,3.0,2005.0,5503002042,6.0,478.0,Распределение газообразного топлива,40.0,,,,,,,,,Подхалюзин С.А.,Баймухамбетова А.Х.,Подхалюзин С.А.,"Черенков Н.Г., Астахова Н.Н.",08АП-1956/2012,Иванова Н. Е. Киричёк Ю. Н. Рыжиков О. Ю.,,,,,,0.0,1,2,1.0,,2.0,
20.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.533333333333333,,2012.0,1.0,21.0,А71-11529/2011,ОАО «МК «Сарапул-молоко»,71.0,1.0,2.0,,343977.54,,Глазова Н.Е.,Абуязидов А.М.,,,,,,,2.0,2.0,33.0,,1.0,32.0,,ЗАО «ТПФ «БМКиК»,,,,,0.0,,0.0,0.0,0.0,продовольственные товары,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,9.0,,2011-10-10,2012-01-24,,,,,,,,,,,,,1.0,0.0,71 Бушуева Е. А.,14.0,1999.0,1827020037,1.0,1293.0,Производство обработанного жидкого молока,15.0,,,283.0,Розничная торговля в неспециализированных магазинах незамороженн,,,,,,,,,,,,,,,,0.0,0,1,0.0,1.0,2.0,1.0
21.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.433333333333333,,2012.0,1.0,22.0,А62-5209/2011,ОАО «МРСК Центра»,62.0,3.0,1.0,,,,Быстров А.М.,"Романов А.А., Окунева Ю.Н.",,,,,,,1.0,1.0,33.0,,,,,,,,,,0.0,,0.0,0.0,0.0,электроэнергия,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,10.0,,2011-10-13,2012-01-24,2012-03-28,2012-04-24,1.0,1.0,1.0,0.0,2012-07-04,1.0,1.0,0.0,2012-08-31,0.0,0.0,0.0,62 Пузаненков Ю. А.,2.0,1998.0,6901067107,40.0,68127.0,Передача электроэнергии,40.0,,,,,,,,,Максимов С.С.,"Окунева Ю.Н., Лунькова С.Г.",Крючкова Е.А.,,20АП-1665/2012,Дорошкова А. Г. Игнашина Г. Д. Тучкова О. Г.,,,,,,1.0,1,2,1.0,,2.0,
22.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.7,,2012.0,1.0,23.0,А57-17942/2011,ООО «Астрой»,57.0,1.0,1.0,,,,Залыгаев Е.В.,"Кулеватова Ю.В., Борисова Л.Н.",,,,,,,1.0,1.0,31.0,,,,,,,,,,0.0,,0.0,0.0,0.0,строительство,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,0.0,,,11.0,,2011-10-05,2012-01-24,,,,,,,,,,,,,0.0,0.0,57 Викленко Т. И.,11.0,2003.0,6453100798,1.0,,Строительство зданий и сооружений,45.0,,,,,,,,,,,,,,,,,,,,0.0,1,0,1.0,0.0,2.0,1.0
23.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.3666666666666667,,2012.0,1.0,24.0,А76-21291/2011,"ООО ""Бакальское рудоуправление""",76.0,3.0,1.0,,,,Одышева Л.С.,Никитин П.А.,,,,,,,1.0,1.0,31.0,,,,,,,,,,0.0,,0.0,0.0,0.0,полезные ископаемые,2.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,6.0,,2011-11-14,2012-01-24,,,,,,,,,,,,,0.0,0.0,76 Костылев И. В.,30.0,2007.0,7422029201,1.0,1871.0,Добыча железных руд открытым способом,13.0,,,,,,,,,,,,,,,,,,,,1.0,0,1,0.0,1.0,2.0,1.0
24.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.3,,2012.0,1.0,26.0,А49- 6353/2011,ООО «Ремонтно-эксплуатационное управление»,49.0,1.0,2.0,,100000.0,,Струкова О.В.,Кузнецова О.Н.,,,,,,,2.0,2.0,31.0,,1.0,31.0,,ООО «Экосервис»,,,,,0.0,,0.0,0.0,0.0,вывоз ТБО,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,8.0,1.0,2011-10-17,2012-01-24,,,,,,,,,,,,,1.0,0.0,49 Учаева Н. И.,2.0,2008.0,5803016141,1.0,17.0,Управление эксплуатацией жилого фонда,70.0,,,,"Удаление сточных вод, отходов",,,,,,,,,,,,,,,,0.0,0,0,0.0,0.0,2.0,0.0
25.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.033333333333333,,2012.0,1.0,27.0,А53-13976/2011,"ЗАО ""ТЗК-АВИА""",53.0,1.0,0.0,,3058070.0,,Дронова А.Е.,Исмаилов М.И.,1.0,0.0,,,,,2.0,1.0,32.0,,0.0,31.0,,"ООО ""Башнефть-Юг""",,,,,0.0,,0.0,0.0,0.0,авиатопливо,1.0,,,,,,,,,,,,,,1.0,,,,,,0.0,,,8.0,,2011-07-27,2012-01-24,2012-02-20,2012-04-03,1.0,1.0,1.0,0.0,,,,,,,0.0,0.0,53 Сурмалян Г. А.,14.0,2007.0,6166045712,3.0,723.0,Оптовая торговля топливом,51.0,,,20874.0,"Оптовая торговля моторным топливом, включая авиационный бензин",,,,,Дронова А.Е.,Воронцов П.П.,,,15АП-2205/2012,Соловьева М. В. Иванова Н. Н. Сулименко О. А.,,,,,,1.0,0,1,0.0,1.0,2.0,1.0
26.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.8,,2012.0,2.0,28.0,А76-13933/2011,ОАО «Челябэнергосбыт»,76.0,3.0,1.0,,,,"Орлова С.А., Жмакин А.М.",Волков В.Д.,,,,,,,1.0,1.0,33.0,,,,,,,,,,0.0,,0.0,0.0,0.0,водоснабжение,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,21.0,,2011-08-03,2012-01-24,2012-02-21,2012-03-29,1.0,1.0,1.0,0.0,2012-05-15,1.0,1.0,1.0,2012-06-19,0.0,0.0,0.0,76 Михайлова Е. А.,20.0,2008.0,7447074661,1.0,30213.0,Оптовая торговля электрической и тепловой энергией (без их перед,40.0,,,,,,,,,"Арапов П.В., Орлова С.А.",Волков В.Д.,"Арапов П.В., Орлова С.А.",Волков В.Д.,18АП-1790/2012,Плаксина Н. Г. Арямов А. А. Тимохин О. Б.,,,,,,0.0,2,1,,1.0,2.0,
27.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,,2012.0,,29.0,А09-8428/2011,ООО «Дятьковский хрустальный завод»,9.0,3.0,1.0,,,,,Новикова Н.А.,,,,,,,1.0,1.0,31.0,,,,,,,,,,0.0,,0.0,0.0,0.0,электроэнергия,5.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,6.0,,2011-11-25,2012-01-24,,,,,,,,,,,,,0.0,0.0,09 Грахольская И. Э.,3.0,2002.0,3202012727,1.0,132.0,Производство стекла и изделий из стекла,26.0,,,,,,,,,,,,,,,,,,,,0.0,,0,,0.0,1.0,
28.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.066666666666667,,2012.0,3.0,30.0,А10-3601/2011,ОАО «Бурятнефтепродукт»,10.0,3.0,1.0,,,,"Ербахаев Е.А., Елистратова Т.В., Хадаханова Г.Б.","Баранникова Н.О., Эрдынеева Т.Д., Баргаева Е.А.",,,,,,,1.0,1.0,33.0,,,,,,,,,,0.0,,0.0,0.0,0.0,нефтепродукты,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,2.0,,,10.0,,2011-10-24,2012-01-24,2012-03-06,2012-04-12,0.0,1.0,1.0,0.0,2012-07-03,0.0,1.0,1.0,2012-08-07,0.0,2.0,1.0,10 Рабдаева Л. Ю.,2.0,2004.0,0323031768,2.0,8063.0,Розничная торговля моторным топливом,50.0,,,,,,,,,"Ербахаев Е.А., Хадаханова Г.Б.","Эрдынеева Т.Д., Баргаева Е.А.","Ербахаев Е.А., Елистратова Т.В., Рудаков В.В.","Баранникова Н.О., Эрдынеева Т.Д.",04АП-1042/2012,Ячменев Г. Г. Желтоухов Е. В. Рылов Д. Н.,,,,,,0.0,2,0,,0.0,2.0,
29.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.466666666666667,,2012.0,1.0,31.0,А07-20405/2011,ОАО «Башинформсвязь»,7.0,3.0,1.0,,,,Пониткова Н.А.,Васильев И.В.,,,,,,,1.0,1.0,33.0,,,,,,,,,,0.0,,0.0,0.0,0.0,связь,1.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,,8.0,,2011-11-11,2012-01-24,2012-03-06,2012-04-04,0.0,1.0,1.0,0.0,,,,,,,2.0,0.0,07 Сафиуллина Р. Н.,7.0,1994.0,0274018377,6.0,5874.0,Деятельность в области фиксированной телефонной связи,64.0,,,,,,,,,Сыртланов Р.Ш.,Васильев И.В.,,,18АП-2290/2012,Тимохин О. Б. Арямов А. А. Костин В. Ю.,,,,,,0.0,0,1,0.0,1.0,2.0,1.0
30.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6.333333333333333,,2012.0,1.0,32.0,А57-10393/2011,ООО «СтройДизайн»,57.0,1.0,0.0,,172584.78,,Николаева Е.С.,"Кулеватова Ю.В., Борисова Л.Н.",,,,,,,1.0,1.0,31.0,,,,,,,,,,0.0,,0.0,0.0,0.0,капитальный ремонт,2.0,,,,,,,,,,,,,,1.0,,,,,1.0,2.0,,,4.0,,2011-07-18,2012-01-24,,,,,,,,,,,,,2.0,0.0,57 Викленко Т. И.,11.0,2003.0,6452909843,1.0,57.0,Обработка металлических изделий с использованием основных технол,28.0,,,,,,,,,,,,,,,,,,,,0.0,0,0,0.0,0.0,2.0,0.0
